filename,label,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14
1-116765-A-41.wav,1,[0.         0.40142873 0.         ... 0.18895055 0.6344316  0.        ],[0.         0.4703451  0.         ... 0.24281105 0.50566715 0.        ],[0.         0.4448154  0.         ... 0.16620679 0.32903552 0.        ],[0.         0.48181644 0.         ... 0.12899029 0.162043   0.        ],[0.         0.3942826  0.         ... 0.14127803 0.19072914 0.        ],[0.         0.25781104 0.         ... 0.17328233 0.21490857 0.        ],[0.         0.11352015 0.         ... 0.18759401 0.40337464 0.        ],[0.         0.12054074 0.         ... 0.20254996 0.4679439  0.        ],[0.         0.18790372 0.         ... 0.2379095  0.4379152  0.        ],[0.         0.28369942 0.         ... 0.2253646  0.3893488  0.        ],[0.         0.2936016  0.         ... 0.20148712 0.43057722 0.        ],[0.         0.2910273  0.         ... 0.21302685 0.42592433 0.        ],[0.         0.252347   0.         ... 0.2498437  0.47888437 0.        ],[0.         0.11671549 0.         ... 0.2714243  0.5023738  0.        ],[0.         0.19378896 0.         ... 0.22195828 0.48740757 0.        ]
1-187207-A-20.wav,1,[0.         0.48923558 0.         ... 0.14705059 0.561194   0.        ],[0.         0.4968923  0.         ... 0.00633912 0.5578474  0.        ],[0.         0.35337555 0.         ... 0.10768181 0.46526605 0.        ],[0.         0.12585314 0.         ... 0.22022513 0.31440893 0.        ],[0.         0.         0.         ... 0.23962292 0.34558642 0.        ],[0.         0.17642167 0.         ... 0.23294486 0.5464685  0.        ],[0.         0.4272072  0.         ... 0.22358887 0.6571492  0.        ],[0.         0.49461952 0.         ... 0.27683485 0.6990043  0.        ],[0.         0.53664815 0.         ... 0.17959246 0.8215059  0.        ],[0.         0.41041067 0.         ... 0.17348184 0.616578   0.        ],[0.         0.312352   0.         ... 0.16588561 0.4538073  0.        ],[0.         0.41263318 0.         ... 0.21325451 0.60949296 0.        ],[0.         0.41295218 0.         ... 0.21884292 0.720577   0.        ],[0.         0.45768046 0.         ... 0.20690544 0.65851367 0.        ],[0.         0.32305276 0.         ... 0.21548863 0.5581705  0.        ]
1-19898-A-41.wav,1,[0.         0.2657099  0.         ... 0.29821813 0.86342096 0.        ],[0.         0.00155869 0.         ... 0.31298137 0.6440099  0.        ],[0.        0.        0.        ... 0.3556604 0.3663246 0.       ],[0.         0.09325708 0.         ... 0.34211892 0.33184716 0.        ],[0.         0.28732908 0.         ... 0.25234115 0.4056965  0.        ],[0.         0.33817744 0.         ... 0.2122823  0.43866593 0.        ],[0.         0.25969034 0.         ... 0.295236   0.5103001  0.        ],[0.         0.22923182 0.         ... 0.3766993  0.5064828  0.        ],[0.         0.05855957 0.         ... 0.45620668 0.5687059  0.        ],[0.         0.07518482 0.         ... 0.4813169  0.62447035 0.        ],[0.         0.17055243 0.         ... 0.52143306 0.5781573  0.        ],[0.         0.13938339 0.         ... 0.47999573 0.46843404 0.        ],[0.         0.04722294 0.         ... 0.39542913 0.50262284 0.        ],[0.         0.         0.         ... 0.40174824 0.62415946 0.        ],[0.         0.04201499 0.         ... 0.32357013 0.6348213  0.        ]
1-19898-B-41.wav,1,[0.         0.3691941  0.         ... 0.327945   0.77770305 0.        ],[0.         0.47218588 0.         ... 0.5426353  0.6041273  0.        ],[0.         0.4368729  0.         ... 0.53808355 0.5041809  0.        ],[0.         0.45248833 0.         ... 0.4202627  0.46762583 0.        ],[0.         0.44683003 0.         ... 0.38554502 0.39224982 0.        ],[0.         0.34228188 0.         ... 0.38733858 0.37403575 0.        ],[0.         0.29017738 0.         ... 0.37594533 0.3060705  0.        ],[0.         0.29507884 0.         ... 0.32391006 0.36017412 0.        ],[0.         0.27486175 0.         ... 0.30025735 0.43771845 0.        ],[0.        0.2083458 0.        ... 0.3213106 0.5389997 0.       ],[0.         0.3294754  0.         ... 0.39810467 0.5047892  0.        ],[0.         0.41444162 0.         ... 0.41980693 0.5855607  0.        ],[0.         0.5286151  0.         ... 0.50146663 0.5708838  0.        ],[0.         0.47228283 0.         ... 0.5023608  0.6124607  0.        ],[0.         0.4098268  0.         ... 0.42280993 0.66775966 0.        ]
1-19898-C-41.wav,1,[0.         0.30937552 0.         ... 0.3238606  0.52826816 0.        ],[0.         0.34711957 0.         ... 0.4540792  0.32318062 0.        ],[0.         0.33037686 0.         ... 0.28218076 0.3523214  0.        ],[0.         0.39483193 0.         ... 0.2752807  0.40709376 0.        ],[0.         0.30640405 0.         ... 0.33766937 0.4584868  0.        ],[0.         0.19013716 0.         ... 0.35298514 0.39602166 0.        ],[0.         0.25423777 0.         ... 0.3974721  0.4077679  0.        ],[0.         0.08056489 0.         ... 0.3640697  0.5892026  0.        ],[0.         0.0419808  0.         ... 0.3260643  0.55712336 0.        ],[0.         0.05761153 0.         ... 0.34987706 0.5274962  0.        ],[0.         0.26533332 0.         ... 0.33704913 0.33177733 0.        ],[0.         0.34946814 0.         ... 0.1728745  0.30957896 0.        ],[0.         0.27240962 0.         ... 0.18756823 0.32961562 0.        ],[0.         0.2287422  0.         ... 0.2397722  0.21419966 0.        ],[0.         0.2705285  0.         ... 0.21474776 0.2935626  0.        ]
1-211527-A-20.wav,1,[0.         0.32428083 0.         ... 0.1609331  0.48108009 0.        ],[0.         0.44329047 0.         ... 0.18329719 0.21729419 0.        ],[0.         0.2889064  0.         ... 0.21248496 0.3592598  0.        ],[0.         0.24974373 0.         ... 0.23458302 0.4272174  0.        ],[0.         0.29582754 0.         ... 0.19371784 0.4894913  0.        ],[0.         0.2808851  0.         ... 0.19027598 0.5358995  0.        ],[0.         0.32254827 0.         ... 0.1719216  0.5512545  0.        ],[0.         0.11364615 0.         ... 0.19289449 0.5466856  0.        ],[0.         0.04143167 0.         ... 0.17795046 0.58869135 0.        ],[0.         0.13347317 0.         ... 0.20307522 0.45396346 0.        ],[0.         0.23609719 0.         ... 0.24044603 0.41789877 0.        ],[0.         0.33262745 0.         ... 0.29318976 0.3878445  0.        ],[0.         0.30103734 0.         ... 0.26552287 0.42639837 0.        ],[0.         0.27166772 0.         ... 0.19730592 0.48408154 0.        ],[0.         0.24753147 0.         ... 0.17422026 0.48367327 0.        ]
1-211527-B-20.wav,1,[0.         0.31028605 0.         ... 0.13608545 0.5405528  0.        ],[0.         0.2628734  0.         ... 0.17726973 0.51323295 0.        ],[0.         0.17216562 0.         ... 0.12183897 0.3797146  0.        ],[0.         0.         0.         ... 0.12545457 0.3584059  0.        ],[0.         0.         0.         ... 0.20425925 0.2927717  0.        ],[0.         0.08610195 0.         ... 0.18323615 0.2838091  0.        ],[0.         0.15267368 0.         ... 0.1438165  0.24997777 0.        ],[0.         0.16764773 0.         ... 0.1422418  0.24506545 0.        ],[0.         0.15707159 0.         ... 0.13025974 0.40477484 0.        ],[0.         0.20348586 0.         ... 0.14538659 0.47026923 0.        ],[0.         0.22588208 0.         ... 0.19008033 0.33426994 0.        ],[0.         0.03590918 0.         ... 0.17721    0.3421052  0.        ],[0.00584467 0.08174723 0.         ... 0.12396009 0.38704276 0.        ],[0.0018649  0.19879703 0.         ... 0.139487   0.49074483 0.        ],[0.         0.34796748 0.         ... 0.18825352 0.4906941  0.        ]
1-211527-C-20.wav,1,[0.         0.08785854 0.         ... 0.04916857 0.5778397  0.        ],[0.         0.08891645 0.         ... 0.14446943 0.49311337 0.        ],[0.         0.10217923 0.         ... 0.15086108 0.40539992 0.        ],[0.         0.0159533  0.         ... 0.14391224 0.30554014 0.        ],[0.         0.         0.         ... 0.20021051 0.26702324 0.        ],[0.         0.00445172 0.         ... 0.18282674 0.26991972 0.        ],[0.         0.11708806 0.         ... 0.22869913 0.20506018 0.        ],[0.         0.12604871 0.         ... 0.16426548 0.36681905 0.        ],[0.         0.19834036 0.         ... 0.19299771 0.41834694 0.        ],[0.         0.2956186  0.         ... 0.16318955 0.47834125 0.        ],[0.         0.38787845 0.         ... 0.18626164 0.4197433  0.        ],[0.         0.21894301 0.         ... 0.23516464 0.306948   0.        ],[0.         0.16267473 0.         ... 0.17632309 0.44670764 0.        ],[0.         0.2525016  0.         ... 0.14497168 0.543631   0.        ],[0.         0.23760316 0.         ... 0.13741851 0.510992   0.        ]
1-22694-A-20.wav,1,[0.         0.34887734 0.         ... 0.14740376 0.5648961  0.        ],[0.         0.3721593  0.         ... 0.12873417 0.5367254  0.        ],[0.         0.34973305 0.         ... 0.08011334 0.41415018 0.        ],[0.         0.24568936 0.         ... 0.14305891 0.46447182 0.        ],[0.         0.19448805 0.         ... 0.17525658 0.4722676  0.        ],[0.         0.17649914 0.         ... 0.11053911 0.3454028  0.        ],[0.         0.18179247 0.         ... 0.09526415 0.2165111  0.        ],[0.         0.1967054  0.         ... 0.12602398 0.2443442  0.        ],[0.         0.09961703 0.         ... 0.13650143 0.27113658 0.        ],[0.         0.02718425 0.         ... 0.15277965 0.1053735  0.        ],[0.         0.         0.         ... 0.19676426 0.05987465 0.        ],[0.         0.         0.         ... 0.18365794 0.05829275 0.        ],[0.         0.         0.         ... 0.10865645 0.10772818 0.        ],[0.         0.         0.         ... 0.10675163 0.21055287 0.        ],[0.         0.13185696 0.         ... 0.17336828 0.35733575 0.        ]
1-22694-B-20.wav,1,[0.         0.18486778 0.         ... 0.24684832 0.3616412  0.        ],[0.         0.         0.         ... 0.22055703 0.22701806 0.        ],[0.         0.         0.         ... 0.15974331 0.24841624 0.        ],[0.         0.07636282 0.         ... 0.14832313 0.40157646 0.        ],[0.         0.22796653 0.         ... 0.16164766 0.4796005  0.        ],[0.         0.24440087 0.         ... 0.13947184 0.5816699  0.        ],[0.         0.388021   0.         ... 0.17023809 0.60025954 0.        ],[0.         0.5079529  0.         ... 0.17582332 0.66792244 0.        ],[0.         0.4266221  0.         ... 0.19801375 0.8007662  0.        ],[0.         0.3797862  0.         ... 0.18732256 0.66983885 0.        ],[0.         0.34450814 0.         ... 0.19047137 0.6353372  0.        ],[0.         0.37780583 0.         ... 0.19883734 0.53240085 0.        ],[0.         0.2721746  0.         ... 0.21783455 0.27475274 0.        ],[0.         0.2745755  0.         ... 0.2522626  0.36220428 0.        ],[0.         0.19169405 0.         ... 0.21601784 0.40586156 0.        ]
1-30226-A-0.wav,1,[0.         0.2694881  0.         ... 0.15349598 0.63352203 0.        ],[0.         0.2531706  0.         ... 0.13378543 0.6670203  0.        ],[0.         0.3823474  0.         ... 0.15407859 0.6305329  0.        ],[0.         0.4291522  0.         ... 0.1601021  0.60104495 0.        ],[0.         0.3603217  0.         ... 0.14060986 0.5989645  0.        ],[0.         0.38906497 0.         ... 0.15259676 0.57102114 0.        ],[0.         0.4251768  0.         ... 0.1642562  0.52341217 0.        ],[0.         0.24577194 0.         ... 0.19552085 0.41925338 0.        ],[0.         0.2711653  0.         ... 0.19349542 0.40935934 0.        ],[0.         0.285312   0.         ... 0.18246578 0.40963423 0.        ],[0.         0.30077806 0.         ... 0.19496424 0.3949567  0.        ],[0.         0.3578938  0.         ... 0.18226635 0.44988215 0.        ],[0.         0.42725518 0.         ... 0.17584778 0.52598655 0.        ],[0.         0.43314943 0.         ... 0.18314865 0.5550077  0.        ],[0.         0.35664645 0.         ... 0.14674534 0.61186624 0.        ]
1-30344-A-0.wav,1,[0.         0.5493473  0.         ... 0.10249947 0.7161642  0.        ],[0.         0.5404867  0.         ... 0.11670478 0.5876801  0.        ],[0.         0.50460416 0.         ... 0.12231892 0.54557097 0.        ],[0.         0.5912814  0.         ... 0.11984965 0.5603162  0.        ],[0.         0.37181738 0.         ... 0.11841898 0.5934198  0.        ],[0.        0.4365762 0.        ... 0.1018673 0.5992353 0.       ],[0.         0.4244976  0.         ... 0.12220035 0.6879066  0.        ],[0.         0.3510108  0.         ... 0.13731137 0.6919375  0.        ],[0.         0.33617803 0.         ... 0.14269952 0.689123   0.        ],[0.         0.41818705 0.         ... 0.13205887 0.6971975  0.        ],[0.         0.44645876 0.         ... 0.14660734 0.63459814 0.        ],[0.         0.42729926 0.         ... 0.15649407 0.5867536  0.        ],[0.         0.4809596  0.         ... 0.11488879 0.6857574  0.        ],[0.         0.4320415  0.         ... 0.12679756 0.8031571  0.        ],[0.         0.33546343 0.         ... 0.14367314 0.83183885 0.        ]
1-31482-A-42.wav,1,[0.         0.1004325  0.         ... 0.14333452 1.031671   0.        ],[0.         0.13830402 0.         ... 0.18986923 0.81401455 0.        ],[0.         0.18686864 0.         ... 0.09338157 0.67907715 0.        ],[0.         0.2569643  0.         ... 0.10568291 0.68525004 0.        ],[0.         0.2994322  0.         ... 0.1616818  0.87745297 0.        ],[0.         0.11246637 0.         ... 0.2531637  1.0259813  0.        ],[0.         0.10319507 0.         ... 0.23589116 0.8742473  0.        ],[0.         0.14935711 0.         ... 0.19699371 0.83513165 0.        ],[0.         0.1447134  0.         ... 0.22231346 0.785204   0.        ],[0.         0.20556042 0.         ... 0.21983056 0.65376776 0.        ],[0.         0.21498111 0.         ... 0.2985145  0.6883788  0.        ],[0.         0.15426555 0.         ... 0.28519008 0.5098596  0.        ],[0.        0.1520504 0.        ... 0.2400704 0.3918756 0.       ],[0.         0.         0.         ... 0.16228902 0.29439226 0.        ],[0.         0.         0.         ... 0.13103229 0.24268931 0.        ]
1-31482-B-42.wav,1,[0.         0.05546653 0.         ... 0.08803788 0.53373617 0.        ],[0.        0.        0.        ... 0.0931402 0.5071038 0.       ],[0.         0.         0.         ... 0.12384035 0.47603124 0.        ],[0.         0.         0.         ... 0.12307831 0.4199076  0.        ],[0.         0.         0.         ... 0.14257723 0.3261589  0.        ],[0.         0.         0.         ... 0.144382   0.22861993 0.        ],[0.         0.         0.         ... 0.12982443 0.17804211 0.        ],[0.         0.04066598 0.         ... 0.13792412 0.21449292 0.        ],[0.         0.05617014 0.         ... 0.1365229  0.25964504 0.        ],[0.         0.         0.         ... 0.11983918 0.3016171  0.        ],[0.         0.         0.         ... 0.14319696 0.27832294 0.        ],[0.         0.         0.         ... 0.17303166 0.35681242 0.        ],[0.         0.         0.         ... 0.20011993 0.41110575 0.        ],[0.         0.         0.         ... 0.20135236 0.43930903 0.        ],[0.         0.         0.         ... 0.17876741 0.47184    0.        ]
1-32318-A-0.wav,1,[0.         0.6598037  0.         ... 0.06968233 0.7250949  0.        ],[0.         0.5737506  0.         ... 0.11610166 0.6548841  0.        ],[0.         0.5520101  0.         ... 0.1273544  0.58826476 0.        ],[0.         0.48138642 0.         ... 0.15705016 0.6267906  0.        ],[0.         0.4727708  0.         ... 0.16625097 0.65596837 0.        ],[0.         0.5305708  0.         ... 0.20496753 0.6541193  0.        ],[0.         0.55317014 0.         ... 0.21148086 0.64077723 0.        ],[0.         0.44882798 0.         ... 0.19281182 0.6566607  0.        ],[0.         0.3632874  0.         ... 0.17582458 0.63237154 0.        ],[0.         0.4370923  0.         ... 0.14265026 0.596341   0.        ],[0.         0.51245356 0.         ... 0.13200967 0.64572036 0.        ],[0.        0.5630785 0.        ... 0.174429  0.5779577 0.       ],[0.         0.5445522  0.         ... 0.18061388 0.58039814 0.        ],[0.         0.5011523  0.         ... 0.14187354 0.59025306 0.        ],[0.         0.61563164 0.         ... 0.15257235 0.6415543  0.        ]
1-47250-A-41.wav,1,[0.         0.31280735 0.         ... 0.08410828 0.33197722 0.        ],[0.         0.2580694  0.         ... 0.12365668 0.12940961 0.        ],[0.         0.36065346 0.         ... 0.18261501 0.26900834 0.        ],[0.         0.4598037  0.         ... 0.19046675 0.23879609 0.        ],[0.         0.42968225 0.         ... 0.17069328 0.16310558 0.        ],[0.         0.29750097 0.         ... 0.2009193  0.18902022 0.        ],[0.         0.23367178 0.         ... 0.232815   0.2095041  0.        ],[0.         0.24948555 0.         ... 0.2072284  0.24791196 0.        ],[0.         0.27116278 0.         ... 0.19118032 0.2912769  0.        ],[0.         0.18683784 0.         ... 0.18703678 0.3515925  0.        ],[0.         0.10377705 0.         ... 0.19245413 0.3781362  0.        ],[0.         0.18111327 0.         ... 0.21342589 0.36435705 0.        ],[0.         0.259366   0.         ... 0.21067142 0.39171505 0.        ],[0.         0.17629969 0.         ... 0.19067606 0.24239501 0.        ],[0.         0.24020202 0.         ... 0.15740804 0.31352097 0.        ]
1-47250-B-41.wav,1,[0.         0.30774462 0.         ... 0.18002743 0.41915697 0.        ],[0.         0.29206505 0.         ... 0.21058631 0.43918067 0.        ],[0.         0.25108868 0.         ... 0.26768112 0.46964025 0.        ],[0.         0.25785416 0.         ... 0.23157384 0.42653406 0.        ],[0.         0.3138039  0.         ... 0.18670273 0.2914165  0.        ],[0.         0.26474243 0.         ... 0.19883533 0.27675194 0.        ],[0.         0.2732637  0.         ... 0.22688372 0.33360237 0.        ],[0.         0.2466483  0.         ... 0.27582055 0.40822163 0.        ],[0.         0.2725933  0.         ... 0.2482504  0.36410007 0.        ],[0.         0.2401427  0.         ... 0.2199026  0.33797103 0.        ],[0.         0.26087555 0.         ... 0.18725282 0.30484015 0.        ],[0.         0.20019649 0.         ... 0.17562462 0.26068002 0.        ],[0.         0.11838037 0.         ... 0.23754954 0.341764   0.        ],[0.         0.208439   0.         ... 0.27097112 0.4837868  0.        ],[0.         0.36273962 0.         ... 0.2473926  0.4771066  0.        ]
1-54084-A-42.wav,1,[0.         0.         0.         ... 0.125849   0.34401768 0.        ],[0.         0.         0.         ... 0.24628903 0.08987087 0.        ],[0.       0.       0.       ... 0.293365 0.       0.      ],[0.         0.         0.         ... 0.31334212 0.         0.        ],[0.         0.12331998 0.         ... 0.30726197 0.08227605 0.        ],[0.         0.33734015 0.         ... 0.27029926 0.23531139 0.        ],[0.         0.39128655 0.         ... 0.19344918 0.32957855 0.        ],[0.         0.39332706 0.         ... 0.1648643  0.36042356 0.        ],[0.         0.45731592 0.         ... 0.19419332 0.4019811  0.        ],[0.         0.4403243  0.         ... 0.23175946 0.50133234 0.        ],[0.         0.34388396 0.         ... 0.21804766 0.6429282  0.        ],[0.         0.18626603 0.         ... 0.18989182 0.77438575 0.        ],[0.         0.08942294 0.         ... 0.1671723  0.8494889  0.        ],[0.         0.09230371 0.         ... 0.15068635 0.72665584 0.        ],[0.         0.24322179 0.         ... 0.15777515 0.6171104  0.        ]
1-59513-A-0.wav,1,[0.         0.605525   0.         ... 0.11420268 0.8526032  0.        ],[0.         0.53300446 0.         ... 0.1341913  0.7700653  0.        ],[0.         0.43782797 0.         ... 0.12551823 0.7496259  0.        ],[0.         0.46694773 0.         ... 0.12503675 0.8645167  0.        ],[0.         0.42874724 0.         ... 0.14202437 0.8634646  0.        ],[0.         0.30987608 0.         ... 0.17303574 0.6772226  0.        ],[0.         0.37601283 0.         ... 0.13299224 0.75199515 0.        ],[0.         0.43909585 0.         ... 0.10279662 0.7972442  0.        ],[0.         0.38667104 0.         ... 0.14015724 0.6147472  0.        ],[0.         0.39614904 0.         ... 0.17014922 0.52978045 0.        ],[0.        0.4573683 0.        ... 0.1680568 0.5117291 0.       ],[0.         0.49999642 0.         ... 0.16272978 0.5747191  0.        ],[0.         0.48916596 0.         ... 0.13705495 0.6548883  0.        ],[0.        0.5346808 0.        ... 0.1339514 0.6446061 0.       ],[0.         0.35451248 0.         ... 0.15913466 0.62049234 0.        ]
1-60997-A-20.wav,1,[0.         0.35971734 0.         ... 0.11901703 0.45352596 0.        ],[0.         0.18772006 0.         ... 0.         0.17042124 0.        ],[0.         0.         0.         ... 0.04010784 0.         0.        ],[0.         0.         0.         ... 0.12644678 0.         0.        ],[0.         0.         0.         ... 0.17816012 0.19339469 0.        ],[0.         0.15871142 0.         ... 0.15743618 0.40390748 0.        ],[0.         0.2578844  0.         ... 0.15065959 0.46050537 0.        ],[0.         0.33997473 0.         ... 0.14917664 0.5293021  0.        ],[0.         0.32864758 0.         ... 0.14678895 0.5129323  0.        ],[0.         0.27508315 0.         ... 0.23906149 0.25399446 0.        ],[0.         0.01372144 0.         ... 0.1973941  0.09128922 0.        ],[0.         0.         0.         ... 0.15432575 0.21342191 0.        ],[0.         0.06243765 0.         ... 0.15898445 0.33663887 0.        ],[0.         0.15470687 0.         ... 0.16772951 0.42123324 0.        ],[0.         0.23817678 0.         ... 0.17583701 0.47742218 0.        ]
1-60997-B-20.wav,1,[0.         0.17872268 0.         ... 0.16951063 0.29874685 0.        ],[0.         0.         0.         ... 0.1643032  0.10078675 0.        ],[0.         0.         0.         ... 0.17050421 0.19104275 0.        ],[0.         0.0405179  0.         ... 0.17064878 0.35214216 0.        ],[0.         0.09360985 0.         ... 0.15489702 0.42458093 0.        ],[0.         0.06992993 0.         ... 0.13014658 0.32605946 0.        ],[0.         0.         0.         ... 0.10883253 0.21657044 0.        ],[0.         0.         0.         ... 0.08446384 0.19015136 0.        ],[0.         0.00486112 0.         ... 0.10659112 0.16570026 0.        ],[0.        0.        0.        ... 0.1281702 0.1849927 0.       ],[0.         0.         0.         ... 0.13684185 0.13315648 0.        ],[0.         0.10488765 0.         ... 0.16030827 0.18371075 0.        ],[0.         0.01761663 0.         ... 0.17778195 0.14994848 0.        ],[0.         0.         0.         ... 0.19927903 0.19046283 0.        ],[0.         0.01874653 0.         ... 0.16384506 0.317239   0.        ]
1-64398-A-41.wav,1,[0.         0.3552388  0.         ... 0.16127615 0.62435293 0.        ],[0.         0.33883712 0.         ... 0.16876219 0.6952618  0.        ],[0.         0.08269411 0.         ... 0.37530655 0.8641383  0.        ],[0.         0.         0.         ... 0.3970421  0.53150207 0.        ],[0.         0.         0.         ... 0.37901884 0.5065098  0.        ],[0.         0.         0.         ... 0.36426842 0.6235535  0.        ],[0.         0.         0.         ... 0.3537612  0.66532934 0.        ],[0.         0.17241704 0.         ... 0.37541944 0.583328   0.        ],[0.         0.28134036 0.         ... 0.34710598 0.5153199  0.        ],[0.         0.13925757 0.         ... 0.30659357 0.6914027  0.        ],[0.         0.11879073 0.         ... 0.3360035  0.7312211  0.        ],[0.         0.17340358 0.         ... 0.38220152 0.6274483  0.        ],[0.         0.12785493 0.         ... 0.38837326 0.6095345  0.        ],[0.         0.05201966 0.         ... 0.34289634 0.6339999  0.        ],[0.         0.11480239 0.         ... 0.23517793 0.49990395 0.        ]
1-64398-B-41.wav,1,[0.         0.         0.         ... 0.20117745 0.5627283  0.        ],[0.         0.00794271 0.         ... 0.2744182  0.5003321  0.        ],[0.         0.0507651  0.         ... 0.26193058 0.50961846 0.        ],[0.         0.12537114 0.         ... 0.24423707 0.56157744 0.        ],[0.         0.04885611 0.         ... 0.25533897 0.6294709  0.        ],[0.        0.        0.        ... 0.297544  0.6135691 0.       ],[0.         0.03120729 0.         ... 0.3042376  0.5918404  0.        ],[0.         0.16273037 0.         ... 0.27454194 0.6214502  0.        ],[0.        0.1809249 0.        ... 0.2532443 0.6286509 0.       ],[0.         0.15154539 0.         ... 0.25998887 0.65515196 0.        ],[0.         0.13088821 0.         ... 0.2814262  0.6722005  0.        ],[0.         0.14741977 0.         ... 0.2713949  0.7024612  0.        ],[0.         0.19033094 0.         ... 0.24093592 0.6784774  0.        ],[0.         0.26765388 0.         ... 0.20490617 0.6271672  0.        ],[0.         0.2572492  0.         ... 0.17059079 0.581102   0.        ]
1-76831-A-42.wav,1,[0.         0.         0.         ... 0.08233821 0.5188061  0.        ],[0.         0.         0.         ... 0.14504497 0.3518641  0.        ],[0.         0.         0.         ... 0.16075392 0.34701717 0.        ],[0.         0.         0.         ... 0.17974237 0.33139965 0.        ],[0.         0.         0.         ... 0.18965213 0.28431743 0.        ],[0.         0.         0.         ... 0.22993432 0.3225107  0.        ],[0.         0.         0.         ... 0.24634305 0.36589688 0.        ],[0.         0.         0.         ... 0.20579788 0.3823424  0.        ],[0.         0.         0.         ... 0.16954012 0.40760547 0.        ],[0.         0.         0.         ... 0.16271313 0.3737939  0.        ],[0.         0.         0.         ... 0.18152994 0.3402305  0.        ],[0.         0.         0.         ... 0.19310516 0.32800293 0.        ],[0.         0.         0.         ... 0.20839298 0.37864697 0.        ],[0.         0.         0.         ... 0.15612698 0.35051346 0.        ],[0.         0.         0.         ... 0.11771582 0.58210176 0.        ]
1-76831-B-42.wav,1,[0.         0.         0.         ... 0.12433026 0.5119282  0.        ],[0.         0.         0.         ... 0.12284675 0.44707435 0.        ],[0.         0.         0.         ... 0.14894465 0.39175665 0.        ],[0.         0.         0.         ... 0.12274595 0.4227774  0.        ],[0.         0.         0.         ... 0.09518812 0.45580244 0.        ],[0.         0.         0.         ... 0.08628902 0.4842311  0.        ],[0.        0.        0.        ... 0.0402748 0.6024923 0.       ],[0.       0.       0.       ... 0.       0.595594 0.      ],[0.         0.         0.         ... 0.         0.53972435 0.        ],[0.         0.         0.         ... 0.         0.53246856 0.        ],[0.         0.         0.         ... 0.03585891 0.59840286 0.        ],[0.         0.         0.         ... 0.09311031 0.6340022  0.        ],[0.         0.         0.         ... 0.13292533 0.53966635 0.        ],[0.         0.         0.         ... 0.14597702 0.47222263 0.        ],[0.         0.         0.         ... 0.15838635 0.5464222  0.        ]
1-76831-C-42.wav,1,[0.         0.         0.         ... 0.         0.63924396 0.        ],[0.         0.         0.         ... 0.         0.62055725 0.        ],[0.        0.        0.        ... 0.        0.5577984 0.       ],[0.         0.         0.         ... 0.01780072 0.64323336 0.        ],[0.        0.        0.        ... 0.0720792 0.6490402 0.       ],[0.         0.         0.         ... 0.13877656 0.58112115 0.        ],[0.         0.         0.         ... 0.15060349 0.50550544 0.        ],[0.         0.         0.         ... 0.14310186 0.47710252 0.        ],[0.         0.         0.         ... 0.15207097 0.4491372  0.        ],[0.         0.         0.         ... 0.16099602 0.44386125 0.        ],[0.         0.         0.         ... 0.17094813 0.42812663 0.        ],[0.         0.         0.         ... 0.17431861 0.42549652 0.        ],[0.         0.         0.         ... 0.16825566 0.4381386  0.        ],[0.         0.         0.         ... 0.14877914 0.38717538 0.        ],[0.         0.         0.         ... 0.15564957 0.49571353 0.        ]
1-76831-D-42.wav,1,[0.         0.         0.         ... 0.04550328 0.41802925 0.        ],[0.         0.         0.         ... 0.03272189 0.40516657 0.        ],[0.         0.         0.         ... 0.06451709 0.49498284 0.        ],[0.         0.         0.         ... 0.05006076 0.58416015 0.        ],[0.         0.         0.         ... 0.10155435 0.52280307 0.        ],[0.         0.         0.         ... 0.15155514 0.41767538 0.        ],[0.         0.         0.         ... 0.17380133 0.35670525 0.        ],[0.         0.         0.         ... 0.16509548 0.33265987 0.        ],[0.         0.         0.         ... 0.1473397  0.37615758 0.        ],[0.         0.         0.         ... 0.13159433 0.39266592 0.        ],[0.         0.         0.         ... 0.15333082 0.33269286 0.        ],[0.         0.         0.         ... 0.18259692 0.3071421  0.        ],[0.         0.         0.         ... 0.19277035 0.3251717  0.        ],[0.         0.         0.         ... 0.18292947 0.33275715 0.        ],[0.         0.03888011 0.         ... 0.16159177 0.3055417  0.        ]
1-76831-E-42.wav,1,[0.         0.         0.         ... 0.13259725 0.48134005 0.        ],[0.         0.         0.         ... 0.20985116 0.33467206 0.        ],[0.         0.         0.         ... 0.21191134 0.30833176 0.        ],[0.         0.         0.         ... 0.17948006 0.3800109  0.        ],[0.         0.         0.         ... 0.10755822 0.40055394 0.        ],[0.         0.         0.         ... 0.06172352 0.5255654  0.        ],[0.         0.         0.         ... 0.07407557 0.5011792  0.        ],[0.         0.         0.         ... 0.09374481 0.5265351  0.        ],[0.         0.         0.         ... 0.07056372 0.45088658 0.        ],[0.         0.         0.         ... 0.03911266 0.5121653  0.        ],[0.         0.         0.         ... 0.00481543 0.62451136 0.        ],[0.         0.         0.         ... 0.00782414 0.7288022  0.        ],"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.0877848e-04 5.0321901e-01
 0.0000000e+00]",[0.        0.        0.        ... 0.        0.5420705 0.       ],[0.         0.         0.         ... 0.02354862 0.6420483  0.        ]
